1,"¿Cuál es la unidad básica de la genética que determina las características heredadas?","A) Cromosoma","B) ADN","C) Gen","D) Célula","E) Núcleo","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
2,"¿Qué nivel de organización estructural en biología consiste en la agrupación de células similares?","A) Sistema","B) Órgano","C) Tejido","D) Molécula","E) Célula","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
3,"¿Cuál es la posición estándar en la que se describe cualquier estructura anatómica del cuerpo humano?","A) Posición prona","B) Posición lateral","C) Posición supina","D) Posición anatómica","E) Posición fetal","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
4,"¿Cuál de los siguientes es un plano corporal que divide el cuerpo en partes izquierda y derecha?","A) Sagital","B) Coronal","C) Transversal","D) Medial","E) Frontal","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
5,"¿Qué estructura genética se encuentra dentro del núcleo de la mayoría de las células y lleva información genética?","A) Proteína","B) Ribosoma","C) Cromosoma","D) Mitocondria","E) Membrana celular","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
6,"¿Qué término describe un grupo de órganos que trabajan juntos para realizar funciones específicas?","A) Célula","B) Tejido","C) Sistema orgánico","D) Complejo celular","E) Organismo","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
7,"En la posición anatómica, las palmas de las manos están orientadas hacia:","A) Abajo","B) Atrás","C) El lado","D) Adelante","E) Arriba","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
8,"El plano que divide el cuerpo en superior e inferior se llama:","A) Coronal","B) Sagital","C) Transversal","D) Longitudinal","E) Medial","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
9,"¿Cómo se denomina la estructura que contiene toda la información necesaria para dirigir la síntesis de proteínas?","A) Cromosoma","B) ARN","C) Nucleótido","D) ADN","E) Genoma","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
10,"¿Cuál de los siguientes no es un nivel de organización estructural del cuerpo humano?","A) Orgánico","B) Atómico","C) Celular","D) Sistémico","E) Tejido","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
11,"¿Cuál es la principal función de los genes dentro de las células?","A) Producción de energía","B) Síntesis de proteínas","C) Digestión celular","D) Transporte de oxígeno","E) División celular","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
12,"¿Cuál plano corporal divide el cuerpo en partes anterior y posterior?","A) Sagital","B) Coronal","C) Transversal","D) Medial","E) Frontal","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
13,"En términos de planos anatómicos, ¿qué otro nombre recibe el plano sagital?","A) Medial","B) Lateral","C) Central","D) Parietal","E) Basal","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
14,"¿Qué nivel de organización estructural viene inmediatamente después de tejido en complejidad?","A) Órgano","B) Sistema","C) Célula","D) Molécula","E) Organismo","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
15,"¿Qué estructura del ADN contiene segmentos específicos que codifican para proteínas?","A) Histona","B) Ribosoma","C) Nucleótido","D) Cromosoma","E) Gen","E","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
16,"El plano conocido como frontal, ¿qué dirección de división produce?","A) Superior e inferior","B) Izquierda y derecha","C) Anterior y posterior","D) Interna y externa","E) Superior y central","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
17,"¿Qué término se utiliza para describir una orientación que está más cerca del punto de origen o del cuerpo?","A) Proximal","B) Distal","C) Lateral","D) Inferior","E) Superior","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
18,"¿Qué tipo de tejido es responsable de cubrir y proteger superficies corporales y cavidades internas?","A) Muscular","B) Nervioso","C) Epitelial","D) Conectivo","E) Óseo","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
19,"En la posición anatómica, ¿dónde se encuentran los dedos de los pies respecto a las rodillas?","A) Proximal","B) Distal","C) Medial","D) Lateral","E) Central","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
20,"¿Qué estructura organiza y distribuye los cromosomas durante la división celular?","A) Centrosoma","B) Citoplasma","C) Membrana celular","D) Nucleolo","E) Mitocondria","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
21,"¿Qué término describe un grupo de células similares que realizan una función específica?","A) Órgano","B) Sistema","C) Tejido","D) Célula","E) Compuesto","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
22,"¿Cómo se llama el plano anatómico que divide el cuerpo en mitades derecha e izquierda exactamente iguales?","A) Sagital medio","B) Transversal","C) Coronal","D) Frontal","E) Medial","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
23,"¿Cuál de los siguientes términos se utiliza para describir la parte del cuerpo que está más alejada de su tronco?","A) Proximal","B) Distal","C) Superior","D) Inferior","E) Medial","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
24,"¿Qué plano divide el cuerpo en partes superior e inferior exactamente en el medio?","A) Sagital","B) Medial","C) Transversal","D) Horizontal","E) Coronal","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
25,"¿Qué estructura del ADN determina las características hereditarias de un individuo?","A) Cromosoma","B) Gen","C) Nucleótido","D) Histona","E) Ribosoma","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
26,"En anatomía, ¿qué término describe algo que está hacia la cabeza?","A) Superior","B) Inferior","C) Proximal","D) Distal","E) Medial","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
27,"¿Qué estructura celular es responsable de la transcripción del ADN en ARN mensajero?","A) Ribosoma","B) Núcleo","C) Mitocondria","D) Membrana celular","E) Citoplasma","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
28,"¿Qué término anatómico se usa para describir una estructura que se encuentra en el centro del cuerpo?","A) Lateral","B) Distal","C) Medial","D) Proximal","E) Anterior","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
29,"¿Cuál de los siguientes no es considerado un tejido primario del cuerpo?","A) Conectivo","B) Muscular","C) Epitelial","D) Nervioso","E) Oseo","E","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
30,"¿Qué plano divide el cuerpo en partes anterior y posterior, siendo también conocido como plano frontal?","A) Coronal","B) Sagital","C) Transversal","D) Medial","E) Horizontal","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
31,"¿Cuál es el nombre del proceso por el cual la información genética se copia de ADN a ARN?","A) Traducción","B) Replicación","C) Transcripción","D) Mutación","E) Fosforilación","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
32,"¿Qué plano anatómico se utiliza para dividir el cuerpo en regiones superior e inferior durante un procedimiento médico?","A) Sagital","B) Transversal","C) Coronal","D) Medial","E) Frontal","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
33,"¿Cómo se llama al tejido que soporta y conecta otros tejidos y estructuras en el cuerpo?","A) Epitelial","B) Nervioso","C) Muscular","D) Conectivo","E) Glandular","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
34,"¿Cuál término anatómico describe la parte del cuerpo que está más cerca del suelo en la posición anatómica normal?","A) Superior","B) Inferior","C) Anterior","D) Posterior","E) Medial","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
35,"¿Cuál de estos es un ejemplo de un órgano del cuerpo humano?","A) Piel","B) Proteína","C) ADN","D) Glucosa","E) Hemoglobina","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
36,"¿Qué estructura del cromosoma ayuda a asegurar que la información genética se reparta de manera equitativa durante la división celular?","A) Telómero","B) Centrómero","C) Histona","D) Nucleótido","E) Plásmido","B","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
37,"En la posición anatómica, ¿qué dirección es considerada opuesta a medial?","A) Superior","B) Inferior","C) Lateral","D) Proximal","E) Distal","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
38,"¿Qué nivel de organización viene después de órgano en la jerarquía biológica?","A) Celular","B) Tejido","C) Sistema","D) Molecular","E) Organismo","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
39,"¿Cuál es la función principal del ADN en las células vivas?","A) Producir energía","B) Sintetizar proteínas","C) Guardar información genética","D) Descomponer nutrientes","E) Transportar oxígeno","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
40,"¿Qué plano se utiliza comúnmente para visualizar y describir las estructuras del corazón y los pulmones en una radiografía?","A) Sagital","B) Transversal","C) Coronal","D) Medial","E) Apical","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
41,"¿Cuál de los siguientes es un ejemplo de un sistema de órganos en el cuerpo humano?","A) Cardiovascular","B) Adrenalina","C) Glucosa","D) Tejido conectivo","E) Aminoácidos","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
42,"¿Qué estructura de la célula es la principal responsable de la generación de energía en forma de ATP?","A) Núcleo","B) Ribosoma","C) Mitocondria","D) Lisosoma","E) Pared celular","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
43,"¿Qué plano anatómico se utiliza para dividir el cuerpo en mitades derecha e izquierda no iguales?","A) Sagital","B) Transversal","C) Coronal","D) Frontal","E) Sagital paramediano","E","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
44,"¿Qué término se utiliza para describir una estructura que está en la línea media del cuerpo?","A) Lateral","B) Distal","C) Medial","D) Proximal","E) Central","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
45,"¿Cuál es el término que describe la orientación opuesta a anterior en el cuerpo humano?","A) Medial","B) Lateral","C) Proximal","D) Posterior","E) Superior","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
46,"¿Cuál es la función de los genes localizados en el ADN?","A) Producir células","B) Sintetizar enzimas","C) Codificar proteínas","D) Generar ATP","E) Descomponer lípidos","C","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
47,"En términos de estructura celular, ¿qué componente se encarga de proteger y regular el paso de materiales dentro y fuera de la célula?","A) Núcleo","B) Citoplasma","C) Mitocondria","D) Membrana celular","E) Ribosoma","D","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
48,"¿Qué nivel de organización estructural es más complejo que el tejido?","A) Órgano","B) Sistema","C) Célula","D) Molécula","E) Organismo","A","Básico","Semana 1: Bases Genéticas y Anatómicas. Niveles de Organización Estructural, Posición Anatómica. Planos corporales.","Estructura y función del cuerpo humano"
